Feature,Score,P_value
Feature_26076,8.183491,0.0042607062
Feature_26924,8.183481,0.0042607286
Feature_25778,8.183464,0.0042607686
Feature_26408,8.183449,0.0042608045
Feature_25820,8.183433,0.004260842
Feature_23258,8.183424,0.0042608622
Feature_25740,8.183399,0.0042609205
Feature_26160,8.183394,0.0042609316
Feature_25628,8.183393,0.0042609363
Feature_25782,8.183389,0.004260945
Feature_26034,8.183377,0.0042609717
Feature_24602,8.183374,0.0042609787
Feature_26748,8.183359,0.004261014
Feature_22964,8.183355,0.0042610234
Feature_26882,8.183339,0.004261061
Feature_25194,8.183273,0.004261215
Feature_25362,8.183272,0.0042612175
Feature_25110,8.183271,0.00426122
Feature_23132,8.183009,0.0042618336
Feature_26790,8.182999,0.0042618583
Feature_26454,8.182992,0.004261874
Feature_25446,8.182982,0.0042618965
Feature_27210,8.182955,0.004261961
Feature_25526,8.182946,0.004261981
Feature_26840,8.182896,0.0042620995
Feature_26118,8.182881,0.004262133
Feature_25572,8.182812,0.004262296
Feature_26376,8.182797,0.0042623295
Feature_26370,8.182748,0.004262446
Feature_23300,8.182699,0.0042625596
Feature_25866,8.182658,0.004262656
Feature_25824,8.182658,0.004262656
Feature_26044,8.182583,0.0042628325
Feature_26538,8.1825695,0.0042628637
Feature_25908,8.1825695,0.0042628637
Feature_25152,8.18253,0.0042629554
Feature_25992,8.182503,0.00426302
Feature_24648,8.182463,0.0042631137
Feature_25530,8.182395,0.0042632725
Feature_26496,8.182387,0.00426329
Feature_25068,8.182367,0.0042633372
Feature_25950,8.182307,0.004263478
Feature_26244,8.182138,0.0042638737
Feature_25656,8.181458,0.004265467
Feature_26798,8.18142,0.0042655566
Feature_26736,8.181408,0.0042655854
Feature_25960,8.181379,0.0042656525
Feature_26002,8.181184,0.0042661107
Feature_24984,8.181131,0.0042662336
Feature_25320,8.181095,0.004266319
Feature_26486,8.181038,0.004266453
Feature_25488,8.180991,0.0042665624
Feature_24900,8.180461,0.0042678057
Feature_16910,8.180412,0.00426792
Feature_26756,8.180391,0.004267969
Feature_25278,8.180362,0.0042680386
Feature_26714,8.180357,0.0042680497
Feature_25236,8.180285,0.0042682174
Feature_25404,8.180167,0.004268495
Feature_26334,8.180132,0.004268578
Feature_24942,8.180085,0.004268687
Feature_22710,8.179678,0.0042696428
Feature_25166,8.179304,0.00427052
Feature_25208,8.179236,0.004270679
Feature_24858,8.179143,0.004270898
Feature_26292,8.179135,0.004270916
Feature_25918,8.179117,0.0042709587
Feature_27138,8.179056,0.0042711017
Feature_26694,8.179045,0.0042711287
Feature_26672,8.178907,0.004271451
Feature_25334,8.178431,0.0042725704
Feature_27222,8.178401,0.0042726398
Feature_25292,8.178304,0.0042728684
Feature_27096,8.178265,0.00427296
Feature_25586,8.178214,0.004273079
Feature_27180,8.178172,0.004273177
Feature_27054,8.177868,0.004273892
Feature_22752,8.177863,0.004273903
Feature_25876,8.177769,0.0042741247
Feature_26444,8.177707,0.0042742705
Feature_24642,8.17703,0.004275861
Feature_26928,8.176988,0.00427596
Feature_25124,8.176923,0.004276112
Feature_24684,8.176675,0.0042766947
Feature_26630,8.176518,0.0042770626
Feature_27012,8.176498,0.0042771096
Feature_26652,8.176488,0.0042771343
Feature_24956,8.176088,0.0042780736
Feature_26970,8.17599,0.0042783045
Feature_25834,8.175981,0.004278327
Feature_25082,8.175551,0.004279336
Feature_26886,8.175515,0.004279421
Feature_25040,8.17546,0.0042795516
Feature_26250,8.175257,0.0042800293
Feature_26402,8.175187,0.004280193
Feature_26588,8.175069,0.0042804712
Feature_26844,8.174617,0.0042815343
Feature_25708,8.174458,0.004281909
Feature_25792,8.174449,0.0042819297
Feature_25666,8.1744375,0.0042819562
Feature_24998,8.1743145,0.004282246
Feature_26802,8.174268,0.004282356
Feature_25750,8.174259,0.0042823763
Feature_25582,8.174154,0.004282623
Feature_26134,8.173872,0.0042832876
Feature_24914,8.173635,0.0042838464
Feature_18211,8.173612,0.0042839004
Feature_26092,8.173506,0.0042841495
Feature_26760,8.173456,0.0042842664
Feature_25456,8.173074,0.004285167
Feature_26008,8.173036,0.004285257
Feature_26546,8.173003,0.004285333
Feature_26718,8.172895,0.004285587
Feature_26050,8.172816,0.0042857733
Feature_25498,8.172465,0.0042866003
Feature_26360,8.172342,0.00428689
Feature_26208,8.172145,0.004287355
Feature_25540,8.172095,0.004287472
Feature_25414,8.172057,0.004287562
Feature_25966,8.171984,0.0042877346
Feature_26176,8.17194,0.004287838
Feature_25624,8.171935,0.004287849
Feature_26218,8.171931,0.0042878585
Feature_25246,8.171505,0.004288863
Feature_25162,8.171492,0.0042888946
Feature_16986,8.171457,0.0042889756
Feature_25372,8.171388,0.0042891395
Feature_25330,8.1713505,0.004289227
Feature_26676,8.171295,0.0042893575
Feature_26166,8.171142,0.0042897197
Feature_26504,8.171021,0.004290003
Feature_25288,8.17098,0.0042900997
Feature_26260,8.17004,0.004292317
Feature_26302,8.170031,0.0042923396
Feature_26592,8.169913,0.0042926166
Feature_25120,8.169889,0.004292673
Feature_25078,8.169879,0.0042926976
Feature_25204,8.169871,0.0042927153
Feature_26610,8.169817,0.004292844
Feature_25036,8.169799,0.0042928867
Feature_25882,8.169776,0.0042929403
Feature_25924,8.1697035,0.0042931116
Feature_26634,8.16915,0.004294417
Feature_24952,8.169076,0.0042945924
Feature_26318,8.168876,0.004295065
Feature_24994,8.168706,0.004295466
Feature_26382,8.168698,0.0042954837
Feature_15769,8.168293,0.0042964406
Feature_26386,8.1682415,0.0042965626
Feature_24910,8.168221,0.0042966097
Feature_26550,8.167812,0.004297576
Feature_24868,8.167793,0.004297621
Feature_26344,8.167693,0.0042978576
Feature_25840,8.167692,0.00429786
Feature_26428,8.167663,0.00429793
Feature_24784,8.167531,0.0042982404
Feature_26462,8.167529,0.004298245
Feature_25798,8.167513,0.0042982833
Feature_26124,8.167431,0.004298477
Feature_26508,8.167402,0.0042985445
Feature_25250,8.167362,0.0042986395
Feature_25460,8.167345,0.00429868
Feature_26082,8.167276,0.004298842
Feature_25418,8.166938,0.004299642
Feature_26470,8.166886,0.0042997636
Feature_25376,8.166667,0.0043002823
Feature_26130,8.166311,0.004301123
Feature_26466,8.166057,0.004301725
Feature_25756,8.166053,0.004301734
Feature_24826,8.165596,0.004302814
Feature_26046,8.165517,0.0043030013
Feature_26298,8.165492,0.00430306
Feature_27226,8.16549,0.0043030647
Feature_26276,8.165388,0.004303306
Feature_26512,8.165382,0.0043033194
Feature_26172,8.165379,0.004303328
Feature_26424,8.165366,0.0043033576
Feature_26340,8.165362,0.004303367
Feature_26040,8.165356,0.0043033827
Feature_26420,8.165327,0.00430345
Feature_26214,8.16531,0.0043034907
Feature_24742,8.165253,0.0043036263
Feature_25502,8.165089,0.004304014
Feature_26256,8.164333,0.0043058014
Feature_25544,8.164292,0.004305898
Feature_26890,8.164224,0.0043060607
Feature_24700,8.1641,0.004306354
Feature_26596,8.164071,0.004306422
Feature_26088,8.164069,0.0043064263
Feature_26568,8.164067,0.004306431
Feature_25714,8.164061,0.0043064468
Feature_26638,8.163955,0.0043066973
Feature_26554,8.16395,0.0043067085
Feature_27058,8.163857,0.004306928
Feature_26848,8.163229,0.0043084156
Feature_27184,8.163187,0.0043085148
Feature_26806,8.163142,0.004308621
Feature_26004,8.16308,0.004308768
Feature_27142,8.163064,0.0043088063
Feature_26378,8.16304,0.0043088626
Feature_26722,8.163008,0.0043089394
Feature_27100,8.162914,0.004309161
Feature_25962,8.162866,0.004309276
Feature_25836,8.162856,0.0043092985
Feature_26764,8.162854,0.004309303
Feature_27016,8.162802,0.0043094275
Feature_26974,8.162768,0.0043095066
Feature_24658,8.16275,0.0043095495
Feature_24788,8.162116,0.0043110517
Feature_25920,8.162088,0.0043111173
Feature_25956,8.162,0.0043113274
Feature_24872,8.161878,0.004311617
Feature_25998,8.161613,0.004312243
Feature_26932,8.161611,0.00431225
Feature_25878,8.160971,0.0043137665
Feature_25672,8.16085,0.004314054
Feature_26680,8.1608305,0.004314099
Feature_24616,8.16068,0.0043144566
Feature_25914,8.160579,0.004314696
Feature_24746,8.160478,0.0043149358
Feature_25746,8.160165,0.004315678
Feature_26234,8.160158,0.004315694
Feature_25788,8.160146,0.004315723
Feature_25588,8.160046,0.0043159607
Feature_25794,8.159972,0.004316135
Feature_25630,8.159939,0.004316214
Feature_25830,8.159883,0.0043163477
Feature_25704,8.159787,0.004316574
Feature_26336,8.159503,0.0043172482
Feature_16902,8.15948,0.0043173023
Feature_26526,8.15917,0.004318038
Feature_25872,8.159066,0.004318285
Feature_25294,8.158589,0.004319417
Feature_25252,8.1584835,0.004319668
Feature_24490,8.158479,0.0043196795
Feature_25336,8.1583805,0.0043199128
Feature_25536,8.158298,0.0043201097
Feature_24574,8.158287,0.0043201344
Feature_25500,8.158245,0.004320234
Feature_25578,8.1581745,0.0043204017
Feature_25452,8.158142,0.0043204785
Feature_25494,8.157851,0.0043211696
Feature_26192,8.157677,0.004321584
Feature_25248,8.157657,0.0043216315
Feature_24830,8.157502,0.0043219985
Feature_25752,8.157494,0.004322019
Feature_24532,8.157461,0.0043220962
Feature_25710,8.157299,0.0043224813
Feature_25668,8.157298,0.0043224837
Feature_25662,8.157208,0.0043226965
Feature_25504,8.157168,0.0043227915
Feature_25420,8.157049,0.004323075
Feature_25168,8.15701,0.0043231677
Feature_25410,8.157008,0.0043231724
Feature_24448,8.156906,0.004323415
Feature_25368,8.156885,0.004323465
Feature_25042,8.156849,0.004323551
Feature_26294,8.156817,0.0043236255
Feature_25378,8.156459,0.004324478
Feature_23436,8.156452,0.004324494
Feature_25620,8.156437,0.0043245303
Feature_25462,8.156423,0.0043245642
Feature_23814,8.156341,0.004324759
Feature_24486,8.156327,0.0043247906
Feature_24704,8.156312,0.004324827
Feature_22680,8.156308,0.004324836
Feature_24444,8.156237,0.004325006
Feature_24192,8.156213,0.004325063
Feature_25332,8.156174,0.0043251556
Feature_23772,8.156172,0.0043251603
Feature_25038,8.156164,0.0043251785
Feature_24406,8.156135,0.0043252488
Feature_24024,8.156109,0.00432531
Feature_25626,8.156087,0.004325362
Feature_23604,8.156075,0.0043253917
Feature_23520,8.156054,0.0043254416
Feature_25546,8.156044,0.0043254644
Feature_24528,8.156025,0.0043255095
Feature_22974,8.1560135,0.0043255365
Feature_23562,8.155994,0.004325582
Feature_25122,8.155975,0.0043256273
Feature_25326,8.155965,0.0043256525
Feature_25284,8.155904,0.0043257973
Feature_24276,8.155886,0.0043258406
Feature_23940,8.155875,0.0043258653
Feature_25210,8.155862,0.0043258974
Feature_23982,8.155521,0.0043267068
Feature_22764,8.155514,0.004326725
Feature_23478,8.155485,0.004326793
Feature_25164,8.155479,0.004326807
Feature_25200,8.1554575,0.004326859
Feature_24150,8.1554575,0.004326859
Feature_25080,8.155444,0.0043268907
Feature_23646,8.155421,0.004326945
Feature_23352,8.155405,0.004326984
Feature_24364,8.155401,0.0043269927
Feature_23856,8.15539,0.0043270197
Feature_24318,8.155373,0.0043270607
Feature_25290,8.1553545,0.004327104
Feature_25458,8.155319,0.004327188
Feature_25416,8.1552515,0.004327349
Feature_23226,8.155238,0.0043273806
Feature_24996,8.155212,0.004327442
Feature_24402,8.1552,0.0043274714
Feature_24108,8.155189,0.0043274984
Feature_26150,8.155175,0.0043275305
Feature_25074,8.155113,0.0043276777
Feature_22890,8.155077,0.004327764
Feature_24360,8.155062,0.0043278
Feature_23310,8.155005,0.0043279342
Feature_24662,8.154996,0.0043279566
Feature_25374,8.154995,0.004327959
Feature_23142,8.154953,0.004328059
Feature_23898,8.154946,0.004328075
Feature_25206,8.15493,0.0043281135
Feature_23268,8.154886,0.004328218
Feature_23100,8.154884,0.004328222
Feature_22722,8.154841,0.0043283245
Feature_23730,8.154833,0.004328345
Feature_25584,8.154828,0.004328356
Feature_23688,8.154811,0.004328397
Feature_24234,8.1547365,0.004328574
Feature_16944,8.154701,0.004328658
Feature_25242,8.154679,0.00432871
Feature_25542,8.154621,0.0043288483
Feature_22848,8.154614,0.004328864
Feature_22932,8.154608,0.0043288805
Feature_24570,8.154605,0.004328887
Feature_26252,8.154557,0.0043290006
Feature_24066,8.154212,0.004329822
Feature_23058,8.154174,0.004329913
Feature_24954,8.154146,0.004329979
Feature_24822,8.154122,0.0043300353
Feature_24322,8.1540985,0.004330092
Feature_25084,8.1540365,0.0043302397
Feature_23184,8.154031,0.004330253
Feature_24780,8.154012,0.004330299
Feature_23394,8.153989,0.0043303533
Feature_24654,8.153965,0.00433041
Feature_25158,8.153943,0.0043304623
Feature_25032,8.153896,0.0043305736
Feature_24738,8.15387,0.004330637
Feature_23016,8.15385,0.004330685
Feature_26210,8.153808,0.0043307845
Feature_22806,8.153747,0.00433093
Feature_24948,8.153691,0.0043310616
Feature_24696,8.153688,0.0043310686
Feature_25116,8.15359,0.0043313024
Feature_24612,8.1532135,0.004332199
Feature_24912,8.153204,0.004332222
Feature_23566,8.15306,0.004332565
Feature_24620,8.153051,0.0043325853
Feature_25126,8.153017,0.004332667
Feature_23692,8.152998,0.0043327124
Feature_23650,8.152933,0.004332867
Feature_23524,8.152895,0.004332958
Feature_24864,8.152781,0.00433323
Feature_24870,8.152714,0.0043333895
Feature_24990,8.15268,0.004333469
Feature_24906,8.152643,0.0043335576
Feature_24828,8.152522,0.0043338463
Feature_24786,8.1522255,0.0043345527
Feature_23608,8.151813,0.0043355366
Feature_24832,8.15181,0.0043355436
Feature_26484,8.151691,0.0043358253
Feature_26168,8.15168,0.004335853
Feature_26108,8.151649,0.0043359254
Feature_23440,8.151632,0.0043359664
Feature_24578,8.151629,0.004335973
Feature_25000,8.151552,0.0043361573
Feature_23482,8.151524,0.0043362253
Feature_23356,8.151374,0.0043365825
Feature_24874,8.151366,0.0043366007
Feature_17008,8.150699,0.0043381923
Feature_24916,8.150293,0.004339159
Feature_23272,8.150259,0.004339241
Feature_24744,8.150166,0.0043394635
Feature_24958,8.150051,0.004339737
Feature_16948,8.149948,0.0043399823
Feature_26066,8.149922,0.0043400438
Feature_24790,8.149643,0.0043407106
Feature_22768,8.14958,0.0043408605
Feature_22684,8.149573,0.004340877
Feature_23314,8.149559,0.004340911
Feature_23230,8.149538,0.0043409606
Feature_23062,8.149464,0.0043411385
Feature_23398,8.14941,0.0043412657
Feature_23020,8.149382,0.004341334
Feature_24702,8.149338,0.004341439
Feature_22810,8.149283,0.0043415683
Feature_24536,8.149249,0.0043416503
Feature_22726,8.149236,0.0043416824
Feature_23188,8.149144,0.004341901
Feature_22978,8.149134,0.004341926
Feature_22894,8.149112,0.004341978
Feature_26126,8.148695,0.004342973
Feature_23146,8.148401,0.0043436745
Feature_24748,8.148318,0.0043438724
Feature_22936,8.148211,0.00434413
Feature_23104,8.148018,0.00434459
Feature_22852,8.147941,0.0043447744
Feature_24618,8.147319,0.00434626
Feature_26084,8.147286,0.004346337
Feature_24660,8.147136,0.004346697
Feature_25580,8.14691,0.0043472373
Feature_26024,8.146812,0.0043474697
Feature_25538,8.146447,0.004348343
Feature_26042,8.146312,0.0043486664
Feature_24576,8.14618,0.004348981
Feature_24706,8.145972,0.004349478
Feature_24324,8.145795,0.0043499023
Feature_25622,8.14577,0.004349962
Feature_23438,8.145655,0.0043502375
Feature_24494,8.145639,0.004350274
Feature_23606,8.145604,0.0043503586
Feature_24492,8.145578,0.00435042
Feature_25664,8.145532,0.004350532
Feature_24534,8.145522,0.0043505547
Feature_25496,8.145375,0.004350906
Feature_23312,8.145038,0.004351713
Feature_26000,8.145031,0.0043517295
Feature_26442,8.144999,0.004351807
Feature_23396,8.144952,0.0043519186
Feature_25982,8.144944,0.004351937
Feature_25412,8.144932,0.0043519665
Feature_25244,8.144848,0.0043521677
Feature_23480,8.144806,0.004352268
Feature_23648,8.144791,0.0043523046
Feature_23522,8.144768,0.004352359
Feature_25790,8.144761,0.004352375
Feature_25160,8.14472,0.004352473
Feature_24664,8.144562,0.0043528522
Feature_25328,8.1445265,0.0043529365
Feature_25706,8.144518,0.004352957
Feature_23564,8.144507,0.004352982
Feature_25958,8.144476,0.0043530576
Feature_23102,8.144138,0.0043538655
Feature_23816,8.144116,0.004353918
Feature_23942,8.144095,0.004353968
Feature_25286,8.144082,0.004354
Feature_24152,8.144069,0.004354032
Feature_25916,8.14406,0.0043540527
Feature_23900,8.143959,0.0043542944
Feature_23984,8.14391,0.004354411
Feature_25832,8.143887,0.004354468
Feature_25454,8.1438465,0.004354564
Feature_23690,8.143826,0.0043546143
Feature_25874,8.143734,0.004354833
Feature_24614,8.143676,0.0043549724
Feature_24278,8.143634,0.004355073
Feature_25940,8.143622,0.0043551004
Feature_24068,8.143602,0.0043551484
Feature_24366,8.143593,0.004355171
Feature_23354,8.143545,0.0043552853
Feature_23270,8.143527,0.0043553286
Feature_24992,8.143482,0.004355436
Feature_25202,8.143429,0.004355564
Feature_24280,8.143396,0.0043556415
Feature_23732,8.143329,0.0043558036
Feature_24110,8.143329,0.0043558036
Feature_22934,8.143328,0.004355806
Feature_24026,8.143325,0.004355813
Feature_25856,8.143306,0.0043558585
Feature_23774,8.143265,0.004355957
Feature_24112,8.143259,0.0043559703
Feature_24282,8.143253,0.0043559843
Feature_24156,8.143245,0.0043560048
Feature_24238,8.143211,0.004356085
Feature_24236,8.143192,0.0043561305
Feature_23228,8.143177,0.004356167
Feature_25076,8.14317,0.004356183
Feature_24196,8.143136,0.004356265
Feature_24488,8.1431,0.0043563517
Feature_25370,8.143088,0.004356379
Feature_24530,8.143068,0.004356427
Feature_25118,8.14306,0.0043564476
Feature_24908,8.142801,0.004357067
Feature_23186,8.142783,0.0043571102
Feature_23734,8.14277,0.0043571424
Feature_25898,8.142716,0.00435727
Feature_24450,8.142691,0.004357332
Feature_24404,8.142683,0.00435735
Feature_24194,8.142676,0.004357366
Feature_23360,8.142651,0.004357428
Feature_23060,8.14264,0.004357453
Feature_24362,8.142594,0.0043575624
Feature_23018,8.142586,0.004357583
Feature_23776,8.142575,0.004357608
Feature_22850,8.142543,0.004357686
Feature_24260,8.142519,0.004357743
Feature_24446,8.142503,0.0043577817
Feature_23986,8.1425,0.0043577887
Feature_24656,8.142476,0.004357846
Feature_24622,8.14246,0.0043578846
Feature_22976,8.142451,0.004357905
Feature_23858,8.14244,0.0043579326
Feature_23902,8.142437,0.0043579396
Feature_24320,8.142432,0.0043579508
Feature_23144,8.142414,0.0043579945
Feature_24408,8.142373,0.004358093
Feature_24070,8.142373,0.004358093
Feature_24028,8.142365,0.004358111
Feature_24154,8.142354,0.0043581384
Feature_25814,8.142342,0.004358168
Feature_22682,8.142334,0.0043581864
Feature_22724,8.142296,0.0043582777
Feature_23860,8.142289,0.0043582935
Feature_24950,8.142267,0.004358346
Feature_22892,8.142237,0.004358419
Feature_25748,8.142221,0.004358456
Feature_22766,8.141913,0.004359194
Feature_25730,8.141852,0.0043593403
Feature_24740,8.141828,0.0043594
Feature_25436,8.141705,0.0043596947
Feature_25688,8.141692,0.0043597245
Feature_25478,8.141635,0.0043598614
Feature_25520,8.1416235,0.004359889
Feature_23840,8.141622,0.0043598935
Feature_25772,8.141616,0.004359907
